id,gid,x,y,v_x,v_y,radius,time
20,1,6.725516,4.650031,-0.240721,-1.268226,0.200000,2.850000
21,1,7.824119,-7.036025,-0.215248,-1.130532,0.200000,2.850000
22,1,6.631496,-0.277784,-0.107966,-1.173605,0.200000,2.850000
23,1,8.186904,-6.065143,-0.374496,-1.241544,0.200000,2.850000
24,1,5.624826,2.414872,0.066587,-1.251114,0.200000,2.850000
25,1,7.868059,-5.102768,-0.226430,-1.276532,0.200000,2.850000
26,1,6.848397,3.464733,0.003028,-1.278075,0.200000,2.850000
27,1,5.054842,-2.038894,0.273881,-1.284216,0.200000,2.850000
28,1,3.930880,1.368247,-0.901162,-0.122300,0.200000,2.850000
29,1,4.029489,-1.328160,-0.123117,-1.510181,0.200000,2.850000
30,1,7.330111,0.699445,-0.130326,-1.261262,0.200000,2.850000
31,1,6.958079,-7.656859,-0.127298,-1.421205,0.200000,2.850000
32,1,3.703400,0.299333,-0.963242,-0.810113,0.200000,2.850000
33,1,7.719717,2.284164,-0.197668,-1.224878,0.200000,2.850000
34,1,5.306163,3.545493,0.153307,-1.283171,0.200000,2.850000
35,1,8.685005,0.700008,-0.443348,-1.242698,0.200000,2.850000
36,1,6.321029,1.385709,0.050654,-1.052861,0.200000,2.850000
37,1,8.109705,1.016374,-0.136048,-1.142175,0.200000,2.850000
38,1,8.554848,1.678436,-0.475465,-1.110869,0.200000,2.850000
39,1,6.831643,5.749712,0.013976,-1.295376,0.200000,2.850000
0,0,7.072450,0.154769,-1.253472,-0.048268,0.200000,2.900000
1,0,9.595594,0.421052,-1.081724,-0.279413,0.200000,2.900000
2,0,4.961565,-0.412207,-1.274819,0.053731,0.200000,2.900000
3,0,3.423863,-1.504339,-1.275201,0.062233,0.200000,2.900000
4,0,6.207512,0.730870,-1.256603,-0.068649,0.200000,2.900000
5,0,2.455835,-0.583205,-1.289370,0.072068,0.200000,2.900000
6,0,10.834333,-1.122913,-1.168637,0.060094,0.200000,2.900000
7,0,7.793930,-0.448345,-1.184203,-0.155810,0.200000,2.900000
8,0,9.790999,-0.578212,-1.089414,-0.070307,0.200000,2.900000
9,0,5.636561,-1.025626,-0.875298,-0.422682,0.200000,2.900000
10,0,4.808886,0.227500,-0.839292,-0.089731,0.200000,2.900000
11,0,11.585260,-0.578796,-1.286912,0.044951,0.200000,2.900000
12,0,10.402717,0.426918,-1.049300,0.028849,0.200000,2.900000
13,0,5.747806,-0.171475,-0.967175,-0.087244,0.200000,2.900000
14,0,4.212662,-0.423488,-0.874168,-0.267794,0.200000,2.900000
15,0,10.790258,1.151795,-1.286658,-0.081637,0.200000,2.900000
16,0,4.393940,0.673789,-0.839295,-0.108163,0.200000,2.900000
17,0,4.661126,1.568359,-1.086978,0.042633,0.200000,2.900000
18,0,6.440036,-0.775183,-1.048649,-0.040390,0.200000,2.900000
19,0,4.733325,-1.181853,-1.047020,-0.190807,0.200000,2.900000
20,1,6.713481,4.586586,-0.240700,-1.268885,0.200000,2.900000
21,1,7.812693,-7.093175,-0.228527,-1.143002,0.200000,2.900000
22,1,6.626883,-0.337091,-0.092245,-1.186151,0.200000,2.900000
23,1,8.168175,-6.127236,-0.374588,-1.241853,0.200000,2.900000
24,1,5.628448,2.352120,0.072431,-1.255037,0.200000,2.900000
25,1,7.856734,-5.166598,-0.226497,-1.276609,0.200000,2.900000
26,1,6.848650,3.400993,0.005050,-1.274800,0.200000,2.900000
27,1,5.068710,-2.102998,0.277349,-1.282080,0.200000,2.900000
28,1,3.891984,1.356502,-0.777924,-0.234904,0.200000,2.900000
29,1,4.026055,-1.402267,-0.068678,-1.482145,0.200000,2.900000
30,1,7.323391,0.636128,-0.134404,-1.266342,0.200000,2.900000
31,1,6.952467,-7.727313,-0.112243,-1.409063,0.200000,2.900000
32,1,3.662035,0.256688,-0.827288,-0.852914,0.200000,2.900000
33,1,7.709859,2.222896,-0.197172,-1.225364,0.200000,2.900000
34,1,5.313773,3.481289,0.152196,-1.284082,0.200000,2.900000
35,1,8.664699,0.637729,-0.406135,-1.245577,0.200000,2.900000
36,1,6.323339,1.331684,0.046205,-1.080496,0.200000,2.900000
37,1,8.101552,0.958787,-0.163058,-1.151742,0.200000,2.900000
38,1,8.530215,1.623767,-0.492647,-1.093370,0.200000,2.900000
39,1,6.832341,5.684921,0.013967,-1.295826,0.200000,2.900000
0,0,7.009636,0.152532,-1.256289,-0.044741,0.200000,2.950000
1,0,9.542989,0.407845,-1.052109,-0.264128,0.200000,2.950000
2,0,4.897703,-0.409521,-1.277226,0.053732,0.200000,2.950000
3,0,3.360080,-1.500396,-1.275655,0.078862,0.200000,2.950000
4,0,6.144747,0.727463,-1.255317,-0.068141,0.200000,2.950000
5,0,2.391333,-0.579455,-1.290038,0.075000,0.200000,2.950000
6,0,10.775314,-1.119803,-1.180394,0.062200,0.200000,2.950000
7,0,7.734145,-0.455129,-1.195703,-0.135677,0.200000,2.950000
8,0,9.743103,-0.582941,-0.957932,-0.094570,0.200000,2.950000
9,0,5.590702,-1.044023,-0.917168,-0.367936,0.200000,2.950000
10,0,4.763667,0.224091,-0.904371,-0.068174,0.200000,2.950000
11,0,11.520853,-0.576547,-1.288142,0.044989,0.200000,2.950000
12,0,10.349001,0.428036,-1.074320,0.022362,0.200000,2.950000
13,0,5.697900,-0.175295,-0.998120,-0.076398,0.200000,2.950000
14,0,4.166831,-0.435240,-0.916614,-0.235045,0.200000,2.950000
15,0,10.725876,1.147649,-1.287648,-0.082931,0.200000,2.950000
16,0,4.351423,0.666137,-0.850340,-0.153035,0.200000,2.950000
17,0,4.605796,1.569236,-1.106600,0.017539,0.200000,2.950000
18,0,6.387106,-0.777362,-1.058589,-0.043575,0.200000,2.950000
19,0,4.679757,-1.189656,-1.071370,-0.156056,0.200000,2.950000
20,1,6.701444,4.523111,-0.240747,-1.269510,0.200000,2.950000
21,1,7.800658,-7.150881,-0.240697,-1.154116,0.200000,2.950000
22,1,6.622881,-0.397078,-0.080049,-1.199741,0.200000,2.950000
23,1,8.149441,-6.189342,-0.374672,-1.242129,0.200000,2.950000
24,1,5.632319,2.289185,0.077421,-1.258704,0.200000,2.950000
25,1,7.845408,-5.230435,-0.226517,-1.276738,0.200000,2.950000
26,1,6.848975,3.337377,0.006514,-1.272318,0.200000,2.950000
27,1,5.082735,-2.167006,0.280496,-1.280150,0.200000,2.950000
28,1,3.856521,1.341895,-0.709256,-0.292135,0.200000,2.950000
29,1,4.025089,-1.475106,-0.019314,-1.456789,0.200000,2.950000
30,1,7.316720,0.572697,-0.133414,-1.268607,0.200000,2.950000
31,1,6.947552,-7.797219,-0.098300,-1.398129,0.200000,2.950000
32,1,3.626819,0.212126,-0.704329,-0.891241,0.200000,2.950000
33,1,7.699992,2.161588,-0.197338,-1.226165,0.200000,2.950000
34,1,5.321327,3.417035,0.151071,-1.285082,0.200000,2.950000
35,1,8.638468,0.575319,-0.524620,-1.248206,0.200000,2.950000
36,1,6.325477,1.276343,0.042756,-1.106836,0.200000,2.950000
37,1,8.091934,0.900732,-0.192375,-1.161112,0.200000,2.950000
38,1,8.504711,1.569754,-0.510080,-1.080266,0.200000,2.950000
39,1,6.833039,5.620109,0.013960,-1.296234,0.200000,2.950000
0,0,6.946665,0.150441,-1.259402,-0.041822,0.200000,3.000000
1,0,9.492853,0.393750,-1.002707,-0.281910,0.200000,3.000000
2,0,4.833734,-0.406834,-1.279392,0.053733,0.200000,3.000000
3,0,3.296278,-1.495699,-1.276045,0.093941,0.200000,3.000000
4,0,6.081966,0.724032,-1.255609,-0.068608,0.200000,3.000000
5,0,2.326801,-0.575571,-1.290637,0.077660,0.200000,3.000000
6,0,10.716809,-1.116895,-1.170097,0.058176,0.200000,3.000000
7,0,7.649360,-0.486913,-1.695703,-0.635677,0.200000,3.000000
8,0,9.693140,-0.587080,-0.999246,-0.082789,0.200000,3.000000
9,0,5.542961,-1.059942,-0.954824,-0.318389,0.200000,3.000000
10,0,4.740534,0.197136,-0.462659,-0.539104,0.200000,3.000000
11,0,11.456390,-0.574295,-1.289249,0.045025,0.200000,3.000000
12,0,10.294159,0.428861,-1.096838,0.016502,0.200000,3.000000
13,0,5.645965,-0.178060,-1.038710,-0.055313,0.200000,3.000000
14,0,4.146000,-0.460051,-0.416614,-0.496204,0.200000,3.000000
15,0,10.661449,1.143444,-1.288538,-0.084100,0.200000,3.000000
