id,gid,x,y,v_x,v_y,radius,time
17,0,4.961372,0.682380,-1.264167,-0.094345,0.200000,1.850000
18,0,7.746179,-0.699562,-0.999571,-0.407711,0.200000,1.850000
19,0,5.746880,-1.058844,-1.137719,-0.155534,0.200000,1.850000
20,1,6.962895,5.912586,-0.240433,-1.251570,0.200000,1.850000
21,1,7.955374,-5.960132,-0.287190,-1.227757,0.200000,1.850000
22,1,6.658158,1.032930,-0.376564,-0.929504,0.200000,1.850000
23,1,8.559314,-4.830502,-0.367810,-1.219377,0.200000,1.850000
24,1,5.521570,3.704758,0.151985,-1.203902,0.200000,1.850000
25,1,8.093147,-3.832924,-0.222295,-1.254093,0.200000,1.850000
26,1,6.838127,4.739042,0.012056,-1.267545,0.200000,1.850000
27,1,4.671786,0.205125,-0.315466,-0.702378,0.200000,1.850000
28,1,4.767094,1.583189,-0.052797,-0.942526,0.200000,1.850000
29,1,4.038780,0.182373,-0.477296,-0.007155,0.200000,1.850000
30,1,7.536030,1.757879,-0.055101,-1.155375,0.200000,1.850000
31,1,7.177952,-6.192738,-0.065917,-1.284019,0.200000,1.850000
32,1,5.495569,1.044852,-0.149146,-0.784288,0.200000,1.850000
33,1,7.856792,3.635892,-0.072912,-1.160830,0.200000,1.850000
34,1,5.130634,4.823521,0.074548,-1.249086,0.200000,1.850000
35,1,8.860075,1.900035,-0.221278,-1.332246,0.200000,1.850000
36,1,6.248266,2.588243,0.053554,-1.072168,0.200000,1.850000
37,1,8.322078,2.090286,-0.117882,-1.191605,0.200000,1.850000
38,1,8.839278,2.968658,-0.202849,-1.115554,0.200000,1.850000
39,1,6.818432,7.036743,0.013573,-1.273569,0.200000,1.850000
0,0,8.436612,0.184600,-1.109882,-0.127612,0.200000,1.900000
1,0,10.740268,0.384470,-1.198320,-0.145616,0.200000,1.900000
2,0,5.835134,-0.317258,-0.863311,-0.196649,0.200000,1.900000
3,0,4.962846,-1.296664,-1.234018,-0.254624,0.200000,1.900000
4,0,7.481811,0.494194,-0.976334,-0.125334,0.200000,1.900000
5,0,3.769242,-0.215384,-1.222376,-0.087105,0.200000,1.900000
6,0,11.797912,-0.990110,-1.249581,0.024246,0.200000,1.900000
7,0,9.016545,-0.295344,-1.285630,-0.125254,0.200000,1.900000
8,0,11.423399,-0.538406,-1.264837,-0.012624,0.200000,1.900000
9,0,6.448153,-0.536933,-0.967339,-0.238553,0.200000,1.900000
10,0,5.390419,0.321224,-1.118168,0.027529,0.200000,1.900000
11,0,12.869502,-0.623206,-1.262276,0.052113,0.200000,1.900000
12,0,11.598635,0.518774,-1.167801,-0.048618,0.200000,1.900000
13,0,7.037698,-0.209192,-0.932165,-0.431360,0.200000,1.900000
14,0,5.154488,-0.680407,-1.182419,-0.217994,0.200000,1.900000
15,0,11.729499,0.950534,-1.271792,-0.057795,0.200000,1.900000
16,0,4.593566,-0.443151,-1.270212,-0.392900,0.200000,1.900000
17,0,4.898352,0.686042,-1.260404,0.073246,0.200000,1.900000
18,0,7.695040,-0.717141,-1.022783,-0.351582,0.200000,1.900000
19,0,5.689214,-1.065206,-1.153321,-0.127234,0.200000,1.900000
20,1,6.950886,5.849875,-0.240187,-1.254217,0.200000,1.900000
21,1,7.940955,-6.021706,-0.288389,-1.231492,0.200000,1.900000
22,1,6.641414,0.984606,-0.334882,-0.966491,0.200000,1.900000
23,1,8.540886,-4.891597,-0.368571,-1.221900,0.200000,1.900000
24,1,5.529107,3.644119,0.150729,-1.212762,0.200000,1.900000
25,1,8.082009,-3.895758,-0.222755,-1.256688,0.200000,1.900000
26,1,6.838741,4.675503,0.012278,-1.270783,0.200000,1.900000
27,1,4.658704,0.166769,-0.261640,-0.767117,0.200000,1.900000
28,1,4.763528,1.536908,-0.071310,-0.925629,0.200000,1.900000
29,1,4.012354,0.165275,-0.528520,-0.341963,0.200000,1.900000
30,1,7.533254,1.699394,-0.055512,-1.169702,0.200000,1.900000
31,1,7.174682,-6.257011,-0.065395,-1.285476,0.200000,1.900000
32,1,5.490363,1.007199,-0.104120,-0.753061,0.200000,1.900000
33,1,7.853103,3.577167,-0.073773,-1.174491,0.200000,1.900000
34,1,5.133796,4.760689,0.063243,-1.256643,0.200000,1.900000
35,1,8.849114,1.833662,-0.219226,-1.327462,0.200000,1.900000
36,1,6.251064,2.533507,0.055948,-1.094720,0.200000,1.900000
37,1,8.314027,2.029511,-0.161014,-1.215494,0.200000,1.900000
38,1,8.829237,2.912022,-0.200818,-1.132711,0.200000,1.900000
39,1,6.819112,6.972933,0.013601,-1.276205,0.200000,1.900000
0,0,8.380168,0.178768,-1.128882,-0.116636,0.200000,1.950000
1,0,10.679846,0.377759,-1.208449,-0.134229,0.200000,1.950000
2,0,5.790146,-0.325775,-0.899775,-0.170350,0.200000,1.950000
3,0,4.900870,-1.307283,-1.239529,-0.212384,0.200000,1.950000
4,0,7.445979,0.492299,-0.716642,-0.037898,0.200000,1.950000
5,0,3.707737,-0.219145,-1.230099,-0.075202,0.200000,1.950000
6,0,11.734692,-0.989565,-1.264402,0.010896,0.200000,1.950000
7,0,8.952193,-0.300843,-1.287038,-0.109990,0.200000,1.950000
8,0,11.359985,-0.538761,-1.268283,-0.007102,0.200000,1.950000
9,0,6.398232,-0.547425,-0.998434,-0.209847,0.200000,1.950000
10,0,5.333605,0.322261,-1.136290,0.020759,0.200000,1.950000
11,0,12.806204,-0.620634,-1.265970,0.051433,0.200000,1.950000
12,0,11.539587,0.516383,-1.180958,-0.047817,0.200000,1.950000
13,0,6.987982,-0.229949,-0.994322,-0.415149,0.200000,1.950000
14,0,5.094793,-0.689782,-1.193887,-0.187504,0.200000,1.950000
15,0,11.665779,0.947564,-1.274403,-0.059390,0.200000,1.950000
16,0,4.529913,-0.460532,-1.273053,-0.347611,0.200000,1.950000
17,0,4.835149,0.688889,-1.264052,0.056933,0.200000,1.950000
18,0,7.643348,-0.733144,-1.033851,-0.320073,0.200000,1.950000
19,0,5.630847,-1.070287,-1.167348,-0.101619,0.200000,1.950000
20,1,6.938888,5.787045,-0.239962,-1.256599,0.200000,1.950000
21,1,7.926481,-6.083449,-0.289472,-1.234852,0.200000,1.950000
22,1,6.611958,0.930615,-0.589108,-1.079818,0.200000,1.950000
23,1,8.522423,-4.952806,-0.369256,-1.224171,0.200000,1.950000
24,1,5.536586,3.583083,0.149590,-1.220737,0.200000,1.950000
25,1,8.070851,-3.958710,-0.223169,-1.259024,0.200000,1.950000
26,1,6.839365,4.611818,0.012479,-1.273697,0.200000,1.950000
27,1,4.648388,0.125914,-0.206302,-0.817089,0.200000,1.950000
28,1,4.762004,1.490882,-0.030492,-0.920526,0.200000,1.950000
29,1,3.989945,0.143571,-0.448188,-0.434081,0.200000,1.950000
30,1,7.529802,1.639994,-0.069033,-1.187995,0.200000,1.950000
31,1,7.171436,-6.321351,-0.064916,-1.286787,0.200000,1.950000
32,1,5.486561,0.966871,-0.076044,-0.806550,0.200000,1.950000
33,1,7.849876,3.518757,-0.064544,-1.168211,0.200000,1.950000
34,1,5.137458,4.697691,0.073225,-1.259952,0.200000,1.950000
35,1,8.838245,1.767504,-0.217374,-1.323157,0.200000,1.950000
36,1,6.253969,2.477756,0.058108,-1.115017,0.200000,1.950000
